year,quarter,province_name,sector_name,gdp_value_m_php,growth_rate_pct
2025,4,Zamboanga del Norte,Services,1319.98,5.0
2025,1,Zamboanga del Norte,Services,205.56,5.0
2025,2,Zamboanga del Norte,Services,214.5,5.0
2025,3,Zamboanga del Norte,Services,223.43,5.0
2025,4,Zamboanga del Norte,Services,250.24,5.0
2025,1,Zamboanga del Norte,Services,1248.67,5.0
2025,2,Zamboanga del Norte,Services,1302.96,5.0
2025,3,Zamboanga del Norte,Services,1357.25,5.0
2025,4,Zamboanga del Norte,Services,1520.12,5.0
2025,1,Zamboanga del Norte,Services,2440.35,5.0
2025,2,Zamboanga del Norte,Services,2546.45,5.0
2025,3,Zamboanga del Norte,Services,2652.55,5.0
2025,4,Zamboanga del Norte,Services,2970.86,5.0
2025,1,Zamboanga del Norte,Services,706.52,5.0
2025,2,Zamboanga del Norte,Services,737.24,5.0
2025,3,Zamboanga del Norte,Services,767.96,5.0
2025,4,Zamboanga del Norte,Services,860.11,5.0
2025,1,Zamboanga del Norte,Services,177.25,5.0
2025,2,Zamboanga del Norte,Services,184.95,5.0
2025,3,Zamboanga del Norte,Services,192.66,5.0
2025,4,Zamboanga del Norte,Services,215.78,5.0
2018,1,Zamboanga del Sur,Agriculture,5075.74,4.0
2018,2,Zamboanga del Sur,Agriculture,5075.74,4.0
2018,3,Zamboanga del Sur,Agriculture,5075.74,4.0
2018,4,Zamboanga del Sur,Agriculture,5075.74,4.0
2019,1,Zamboanga del Sur,Agriculture,5278.77,4.0
2019,2,Zamboanga del Sur,Agriculture,5278.77,4.0
2019,3,Zamboanga del Sur,Agriculture,5278.77,4.0
2019,4,Zamboanga del Sur,Agriculture,5278.77,4.0
2020,1,Zamboanga del Sur,Agriculture,5489.92,4.0
2020,2,Zamboanga del Sur,Agriculture,5489.92,4.0
2020,3,Zamboanga del Sur,Agriculture,5489.92,4.0
2020,4,Zamboanga del Sur,Agriculture,5489.92,4.0
2021,1,Zamboanga del Sur,Agriculture,5709.52,4.0
2021,2,Zamboanga del Sur,Agriculture,5709.52,4.0
2021,3,Zamboanga del Sur,Agriculture,5709.52,4.0
2021,4,Zamboanga del Sur,Agriculture,5709.52,4.0
2022,1,Zamboanga del Sur,Agriculture,5937.9,4.0
2022,2,Zamboanga del Sur,Agriculture,5937.9,4.0
2022,3,Zamboanga del Sur,Agriculture,5937.9,4.0
2022,4,Zamboanga del Sur,Agriculture,5937.9,4.0
2023,1,Zamboanga del Sur,Agriculture,6175.42,4.0
2023,2,Zamboanga del Sur,Agriculture,6175.42,4.0
2023,3,Zamboanga del Sur,Agriculture,6175.42,4.0
2023,4,Zamboanga del Sur,Agriculture,6175.42,4.0
2024,1,Zamboanga del Sur,Agriculture,6422.43,4.0
2024,2,Zamboanga del Sur,Agriculture,6422.43,4.0
2024,3,Zamboanga del Sur,Agriculture,6422.43,4.0
2024,4,Zamboanga del Sur,Agriculture,6422.43,4.0
2025,1,Zamboanga del Sur,Agriculture,6679.33,4.0
2025,2,Zamboanga del Sur,Agriculture,6679.33,4.0
2025,3,Zamboanga del Sur,Agriculture,6679.33,4.0
2025,4,Zamboanga del Sur,Agriculture,6679.33,4.0
2018,1,Zamboanga del Sur,Industry,54.57,4.0
2018,2,Zamboanga del Sur,Industry,54.57,4.0
2018,3,Zamboanga del Sur,Industry,54.57,4.0
2018,4,Zamboanga del Sur,Industry,54.57,4.0
2019,1,Zamboanga del Sur,Industry,56.75,4.0
2019,2,Zamboanga del Sur,Industry,56.75,4.0
2019,3,Zamboanga del Sur,Industry,56.75,4.0
2019,4,Zamboanga del Sur,Industry,56.75,4.0
2020,1,Zamboanga del Sur,Industry,59.02,4.0
2020,2,Zamboanga del Sur,Industry,59.02,4.0
2020,3,Zamboanga del Sur,Industry,59.02,4.0
2020,4,Zamboanga del Sur,Industry,59.02,4.0
2021,1,Zamboanga del Sur,Industry,61.38,4.0
2021,2,Zamboanga del Sur,Industry,61.38,4.0
2021,3,Zamboanga del Sur,Industry,61.38,4.0
2021,4,Zamboanga del Sur,Industry,61.38,4.0
2022,1,Zamboanga del Sur,Industry,63.84,4.0
2022,2,Zamboanga del Sur,Industry,63.84,4.0
2022,3,Zamboanga del Sur,Industry,63.84,4.0
2022,4,Zamboanga del Sur,Industry,63.84,4.0
2023,1,Zamboanga del Sur,Industry,66.39,4.0
2023,2,Zamboanga del Sur,Industry,66.39,4.0
2023,3,Zamboanga del Sur,Industry,66.39,4.0
2023,4,Zamboanga del Sur,Industry,66.39,4.0
2024,1,Zamboanga del Sur,Industry,69.05,4.0
2024,2,Zamboanga del Sur,Industry,69.05,4.0
2024,3,Zamboanga del Sur,Industry,69.05,4.0
2024,4,Zamboanga del Sur,Industry,69.05,4.0
2025,1,Zamboanga del Sur,Industry,71.81,4.0
2025,2,Zamboanga del Sur,Industry,71.81,4.0
2025,3,Zamboanga del Sur,Industry,71.81,4.0
2025,4,Zamboanga del Sur,Industry,71.81,4.0
2018,1,Zamboanga del Sur,Manufacturing,6144.48,4.0
2018,2,Zamboanga del Sur,Manufacturing,6144.48,4.0
2018,3,Zamboanga del Sur,Manufacturing,6144.48,4.0
2018,4,Zamboanga del Sur,Manufacturing,6144.48,4.0
2019,1,Zamboanga del Sur,Manufacturing,6390.26,4.0
2019,2,Zamboanga del Sur,Manufacturing,6390.26,4.0
2019,3,Zamboanga del Sur,Manufacturing,6390.26,4.0
2019,4,Zamboanga del Sur,Manufacturing,6390.26,4.0
2020,1,Zamboanga del Sur,Manufacturing,6645.87,4.0
2020,2,Zamboanga del Sur,Manufacturing,6645.87,4.0
2020,3,Zamboanga del Sur,Manufacturing,6645.87,4.0
2020,4,Zamboanga del Sur,Manufacturing,6645.87,4.0
2021,1,Zamboanga del Sur,Manufacturing,6911.7,4.0
2021,2,Zamboanga del Sur,Manufacturing,6911.7,4.0
2021,3,Zamboanga del Sur,Manufacturing,6911.7,4.0
2021,4,Zamboanga del Sur,Manufacturing,6911.7,4.0
2022,1,Zamboanga del Sur,Manufacturing,7188.17,4.0
2022,2,Zamboanga del Sur,Manufacturing,7188.17,4.0
2022,3,Zamboanga del Sur,Manufacturing,7188.17,4.0
2022,4,Zamboanga del Sur,Manufacturing,7188.17,4.0
2023,1,Zamboanga del Sur,Manufacturing,7475.7,4.0
2023,2,Zamboanga del Sur,Manufacturing,7475.7,4.0
2023,3,Zamboanga del Sur,Manufacturing,7475.7,4.0
2023,4,Zamboanga del Sur,Manufacturing,7475.7,4.0
2024,1,Zamboanga del Sur,Manufacturing,7774.73,4.0
2024,2,Zamboanga del Sur,Manufacturing,7774.73,4.0
2024,3,Zamboanga del Sur,Manufacturing,7774.73,4.0
2024,4,Zamboanga del Sur,Manufacturing,7774.73,4.0
2025,1,Zamboanga del Sur,Manufacturing,8085.72,4.0
2025,2,Zamboanga del Sur,Manufacturing,8085.72,4.0
2025,3,Zamboanga del Sur,Manufacturing,8085.72,4.0
2025,4,Zamboanga del Sur,Manufacturing,8085.72,4.0
2018,1,Zamboanga del Sur,Industry,361.44,4.0
2018,2,Zamboanga del Sur,Industry,361.44,4.0
2018,3,Zamboanga del Sur,Industry,361.44,4.0
2018,4,Zamboanga del Sur,Industry,361.44,4.0
2019,1,Zamboanga del Sur,Industry,375.9,4.0
2019,2,Zamboanga del Sur,Industry,375.9,4.0
2019,3,Zamboanga del Sur,Industry,375.9,4.0
2019,4,Zamboanga del Sur,Industry,375.9,4.0
2020,1,Zamboanga del Sur,Industry,390.93,4.0
2020,2,Zamboanga del Sur,Industry,390.93,4.0
2020,3,Zamboanga del Sur,Industry,390.93,4.0
2020,4,Zamboanga del Sur,Industry,390.93,4.0
2021,1,Zamboanga del Sur,Industry,406.57,4.0
2021,2,Zamboanga del Sur,Industry,406.57,4.0
2021,3,Zamboanga del Sur,Industry,406.57,4.0
2021,4,Zamboanga del Sur,Industry,406.57,4.0
2022,1,Zamboanga del Sur,Industry,422.84,4.0
2022,2,Zamboanga del Sur,Industry,422.84,4.0
2022,3,Zamboanga del Sur,Industry,422.84,4.0
2022,4,Zamboanga del Sur,Industry,422.84,4.0
2023,1,Zamboanga del Sur,Industry,439.75,4.0
2023,2,Zamboanga del Sur,Industry,439.75,4.0
2023,3,Zamboanga del Sur,Industry,439.75,4.0
2023,4,Zamboanga del Sur,Industry,439.75,4.0
2024,1,Zamboanga del Sur,Industry,457.34,4.0
2024,2,Zamboanga del Sur,Industry,457.34,4.0
2024,3,Zamboanga del Sur,Industry,457.34,4.0
2024,4,Zamboanga del Sur,Industry,457.34,4.0
2025,1,Zamboanga del Sur,Industry,475.63,4.0
2025,2,Zamboanga del Sur,Industry,475.63,4.0
2025,3,Zamboanga del Sur,Industry,475.63,4.0
2025,4,Zamboanga del Sur,Industry,475.63,4.0
2018,1,Zamboanga del Sur,Construction,5573.76,4.0
2018,2,Zamboanga del Sur,Construction,5573.76,4.0
2018,3,Zamboanga del Sur,Construction,5573.76,4.0
2018,4,Zamboanga del Sur,Construction,5573.76,4.0
2019,1,Zamboanga del Sur,Construction,5796.71,4.0
2019,2,Zamboanga del Sur,Construction,5796.71,4.0
2019,3,Zamboanga del Sur,Construction,5796.71,4.0
2019,4,Zamboanga del Sur,Construction,5796.71,4.0
2020,1,Zamboanga del Sur,Construction,6028.57,4.0
2020,2,Zamboanga del Sur,Construction,6028.57,4.0
2020,3,Zamboanga del Sur,Construction,6028.57,4.0
2020,4,Zamboanga del Sur,Construction,6028.57,4.0
2021,1,Zamboanga del Sur,Construction,6269.72,4.0
2021,2,Zamboanga del Sur,Construction,6269.72,4.0
2021,3,Zamboanga del Sur,Construction,6269.72,4.0
2021,4,Zamboanga del Sur,Construction,6269.72,4.0
2022,1,Zamboanga del Sur,Construction,6520.51,4.0
2022,2,Zamboanga del Sur,Construction,6520.51,4.0
2022,3,Zamboanga del Sur,Construction,6520.51,4.0
2022,4,Zamboanga del Sur,Construction,6520.51,4.0
2023,1,Zamboanga del Sur,Construction,6781.33,4.0
2023,2,Zamboanga del Sur,Construction,6781.33,4.0
2023,3,Zamboanga del Sur,Construction,6781.33,4.0
2023,4,Zamboanga del Sur,Construction,6781.33,4.0
2024,1,Zamboanga del Sur,Construction,7052.58,4.0
2024,2,Zamboanga del Sur,Construction,7052.58,4.0
2024,3,Zamboanga del Sur,Construction,7052.58,4.0
2024,4,Zamboanga del Sur,Construction,7052.58,4.0
2025,1,Zamboanga del Sur,Construction,7334.68,4.0
2025,2,Zamboanga del Sur,Construction,7334.68,4.0
2025,3,Zamboanga del Sur,Construction,7334.68,4.0
2025,4,Zamboanga del Sur,Construction,7334.68,4.0
2018,1,Zamboanga del Sur,Trade,6908.88,4.0
2018,2,Zamboanga del Sur,Trade,6908.88,4.0
2018,3,Zamboanga del Sur,Trade,6908.88,4.0
2018,4,Zamboanga del Sur,Trade,6908.88,4.0
2019,1,Zamboanga del Sur,Trade,7185.23,4.0
2019,2,Zamboanga del Sur,Trade,7185.23,4.0
2019,3,Zamboanga del Sur,Trade,7185.23,4.0
2019,4,Zamboanga del Sur,Trade,7185.23,4.0
2020,1,Zamboanga del Sur,Trade,7472.64,4.0
2020,2,Zamboanga del Sur,Trade,7472.64,4.0
2020,3,Zamboanga del Sur,Trade,7472.64,4.0
2020,4,Zamboanga del Sur,Trade,7472.64,4.0
2021,1,Zamboanga del Sur,Trade,7771.55,4.0
2021,2,Zamboanga del Sur,Trade,7771.55,4.0
2021,3,Zamboanga del Sur,Trade,7771.55,4.0
2021,4,Zamboanga del Sur,Trade,7771.55,4.0
2022,1,Zamboanga del Sur,Trade,8082.41,4.0
2022,2,Zamboanga del Sur,Trade,8082.41,4.0
2022,3,Zamboanga del Sur,Trade,8082.41,4.0
2022,4,Zamboanga del Sur,Trade,8082.41,4.0
2023,1,Zamboanga del Sur,Trade,8405.71,4.0
2023,2,Zamboanga del Sur,Trade,8405.71,4.0
2023,3,Zamboanga del Sur,Trade,8405.71,4.0
2023,4,Zamboanga del Sur,Trade,8405.71,4.0
2024,1,Zamboanga del Sur,Trade,8741.93,4.0
2024,2,Zamboanga del Sur,Trade,8741.93,4.0
2024,3,Zamboanga del Sur,Trade,8741.93,4.0
2024,4,Zamboanga del Sur,Trade,8741.93,4.0
2025,1,Zamboanga del Sur,Trade,9091.61,4.0
2025,2,Zamboanga del Sur,Trade,9091.61,4.0
2025,3,Zamboanga del Sur,Trade,9091.61,4.0
2025,4,Zamboanga del Sur,Trade,9091.61,4.0
2018,1,Zamboanga del Sur,Services,898.94,4.0
2018,2,Zamboanga del Sur,Services,898.94,4.0
2018,3,Zamboanga del Sur,Services,898.94,4.0
2018,4,Zamboanga del Sur,Services,898.94,4.0
2019,1,Zamboanga del Sur,Services,934.9,4.0
2019,2,Zamboanga del Sur,Services,934.9,4.0
2019,3,Zamboanga del Sur,Services,934.9,4.0
2019,4,Zamboanga del Sur,Services,934.9,4.0
2020,1,Zamboanga del Sur,Services,972.3,4.0
2020,2,Zamboanga del Sur,Services,972.3,4.0
2020,3,Zamboanga del Sur,Services,972.3,4.0
2020,4,Zamboanga del Sur,Services,972.3,4.0
2021,1,Zamboanga del Sur,Services,1011.19,4.0
2021,2,Zamboanga del Sur,Services,1011.19,4.0
2021,3,Zamboanga del Sur,Services,1011.19,4.0
2021,4,Zamboanga del Sur,Services,1011.19,4.0
2022,1,Zamboanga del Sur,Services,1051.64,4.0
2022,2,Zamboanga del Sur,Services,1051.64,4.0
2022,3,Zamboanga del Sur,Services,1051.64,4.0
2022,4,Zamboanga del Sur,Services,1051.64,4.0
2023,1,Zamboanga del Sur,Services,1093.7,4.0
2023,2,Zamboanga del Sur,Services,1093.7,4.0
2023,3,Zamboanga del Sur,Services,1093.7,4.0
2023,4,Zamboanga del Sur,Services,1093.7,4.0
2024,1,Zamboanga del Sur,Services,1137.45,4.0
2024,2,Zamboanga del Sur,Services,1137.45,4.0
2024,3,Zamboanga del Sur,Services,1137.45,4.0
2024,4,Zamboanga del Sur,Services,1137.45,4.0
2025,1,Zamboanga del Sur,Services,1182.95,4.0
2025,2,Zamboanga del Sur,Services,1182.95,4.0
2025,3,Zamboanga del Sur,Services,1182.95,4.0
2025,4,Zamboanga del Sur,Services,1182.95,4.0
2018,1,Zamboanga del Sur,Tourism,527.79,4.0
2018,2,Zamboanga del Sur,Tourism,527.79,4.0
2018,3,Zamboanga del Sur,Tourism,527.79,4.0
2018,4,Zamboanga del Sur,Tourism,527.79,4.0
2019,1,Zamboanga del Sur,Tourism,548.9,4.0
2019,2,Zamboanga del Sur,Tourism,548.9,4.0
2019,3,Zamboanga del Sur,Tourism,548.9,4.0
2019,4,Zamboanga del Sur,Tourism,548.9,4.0
2020,1,Zamboanga del Sur,Tourism,570.86,4.0
2020,2,Zamboanga del Sur,Tourism,570.86,4.0
2020,3,Zamboanga del Sur,Tourism,570.86,4.0
2020,4,Zamboanga del Sur,Tourism,570.86,4.0
2021,1,Zamboanga del Sur,Tourism,593.69,4.0
2021,2,Zamboanga del Sur,Tourism,593.69,4.0
2021,3,Zamboanga del Sur,Tourism,593.69,4.0
2021,4,Zamboanga del Sur,Tourism,593.69,4.0
2022,1,Zamboanga del Sur,Tourism,617.44,4.0
2022,2,Zamboanga del Sur,Tourism,617.44,4.0
2022,3,Zamboanga del Sur,Tourism,617.44,4.0
2022,4,Zamboanga del Sur,Tourism,617.44,4.0
2023,1,Zamboanga del Sur,Tourism,642.14,4.0
2023,2,Zamboanga del Sur,Tourism,642.14,4.0
2023,3,Zamboanga del Sur,Tourism,642.14,4.0
2023,4,Zamboanga del Sur,Tourism,642.14,4.0
2024,1,Zamboanga del Sur,Tourism,667.82,4.0
2024,2,Zamboanga del Sur,Tourism,667.82,4.0
2024,3,Zamboanga del Sur,Tourism,667.82,4.0
2024,4,Zamboanga del Sur,Tourism,667.82,4.0
2025,1,Zamboanga del Sur,Tourism,694.53,4.0
2025,2,Zamboanga del Sur,Tourism,694.53,4.0
2025,3,Zamboanga del Sur,Tourism,694.53,4.0
2025,4,Zamboanga del Sur,Tourism,694.53,4.0
2018,1,Zamboanga del Sur,ICT,913.85,4.0
2018,2,Zamboanga del Sur,ICT,913.85,4.0
2018,3,Zamboanga del Sur,ICT,913.85,4.0
2018,4,Zamboanga del Sur,ICT,913.85,4.0
2019,1,Zamboanga del Sur,ICT,950.41,4.0
2019,2,Zamboanga del Sur,ICT,950.41,4.0
2019,3,Zamboanga del Sur,ICT,950.41,4.0
2019,4,Zamboanga del Sur,ICT,950.41,4.0
2020,1,Zamboanga del Sur,ICT,988.42,4.0
2020,2,Zamboanga del Sur,ICT,988.42,4.0
2020,3,Zamboanga del Sur,ICT,988.42,4.0
2020,4,Zamboanga del Sur,ICT,988.42,4.0
2021,1,Zamboanga del Sur,ICT,1027.96,4.0
2021,2,Zamboanga del Sur,ICT,1027.96,4.0
2021,3,Zamboanga del Sur,ICT,1027.96,4.0
2021,4,Zamboanga del Sur,ICT,1027.96,4.0
2022,1,Zamboanga del Sur,ICT,1069.08,4.0
2022,2,Zamboanga del Sur,ICT,1069.08,4.0
2022,3,Zamboanga del Sur,ICT,1069.08,4.0
2022,4,Zamboanga del Sur,ICT,1069.08,4.0
2023,1,Zamboanga del Sur,ICT,1111.84,4.0
2023,2,Zamboanga del Sur,ICT,1111.84,4.0
2023,3,Zamboanga del Sur,ICT,1111.84,4.0
2023,4,Zamboanga del Sur,ICT,1111.84,4.0
2024,1,Zamboanga del Sur,ICT,1156.32,4.0
2024,2,Zamboanga del Sur,ICT,1156.32,4.0
2024,3,Zamboanga del Sur,ICT,1156.32,4.0
2024,4,Zamboanga del Sur,ICT,1156.32,4.0
2025,1,Zamboanga del Sur,ICT,1202.57,4.0
2025,2,Zamboanga del Sur,ICT,1202.57,4.0
2025,3,Zamboanga del Sur,ICT,1202.57,4.0
2025,4,Zamboanga del Sur,ICT,1202.57,4.0
2018,1,Zamboanga del Sur,Services,1209.04,4.0
2018,2,Zamboanga del Sur,Services,1209.04,4.0
2018,3,Zamboanga del Sur,Services,1209.04,4.0
2018,4,Zamboanga del Sur,Services,1209.04,4.0
2019,1,Zamboanga del Sur,Services,1257.4,4.0
2019,2,Zamboanga del Sur,Services,1257.4,4.0
2019,3,Zamboanga del Sur,Services,1257.4,4.0
2019,4,Zamboanga del Sur,Services,1257.4,4.0
2020,1,Zamboanga del Sur,Services,1307.7,4.0
2020,2,Zamboanga del Sur,Services,1307.7,4.0
2020,3,Zamboanga del Sur,Services,1307.7,4.0
2020,4,Zamboanga del Sur,Services,1307.7,4.0
2021,1,Zamboanga del Sur,Services,1360.0,4.0
2021,2,Zamboanga del Sur,Services,1360.0,4.0
2021,3,Zamboanga del Sur,Services,1360.0,4.0
2021,4,Zamboanga del Sur,Services,1360.0,4.0
2022,1,Zamboanga del Sur,Services,1414.4,4.0
2022,2,Zamboanga del Sur,Services,1414.4,4.0
2022,3,Zamboanga del Sur,Services,1414.4,4.0
2022,4,Zamboanga del Sur,Services,1414.4,4.0
2023,1,Zamboanga del Sur,Services,1470.98,4.0
2023,2,Zamboanga del Sur,Services,1470.98,4.0
2023,3,Zamboanga del Sur,Services,1470.98,4.0
2023,4,Zamboanga del Sur,Services,1470.98,4.0
2024,1,Zamboanga del Sur,Services,1529.82,4.0
2024,2,Zamboanga del Sur,Services,1529.82,4.0
2024,3,Zamboanga del Sur,Services,1529.82,4.0
2024,4,Zamboanga del Sur,Services,1529.82,4.0
2025,1,Zamboanga del Sur,Services,1591.01,4.0
2025,2,Zamboanga del Sur,Services,1591.01,4.0
2025,3,Zamboanga del Sur,Services,1591.01,4.0
2025,4,Zamboanga del Sur,Services,1591.01,4.0
2018,1,Zamboanga del Sur,Services,1234.68,4.0
2018,2,Zamboanga del Sur,Services,1234.68,4.0
2018,3,Zamboanga del Sur,Services,1234.68,4.0
2018,4,Zamboanga del Sur,Services,1234.68,4.0
2019,1,Zamboanga del Sur,Services,1284.06,4.0
2019,2,Zamboanga del Sur,Services,1284.06,4.0
2019,3,Zamboanga del Sur,Services,1284.06,4.0
2019,4,Zamboanga del Sur,Services,1284.06,4.0
2020,1,Zamboanga del Sur,Services,1335.43,4.0
2020,2,Zamboanga del Sur,Services,1335.43,4.0
2020,3,Zamboanga del Sur,Services,1335.43,4.0
2020,4,Zamboanga del Sur,Services,1335.43,4.0
2021,1,Zamboanga del Sur,Services,1388.84,4.0
2021,2,Zamboanga del Sur,Services,1388.84,4.0
2021,3,Zamboanga del Sur,Services,1388.84,4.0
2021,4,Zamboanga del Sur,Services,1388.84,4.0
2022,1,Zamboanga del Sur,Services,1444.4,4.0
2022,2,Zamboanga del Sur,Services,1444.4,4.0
2022,3,Zamboanga del Sur,Services,1444.4,4.0
2022,4,Zamboanga del Sur,Services,1444.4,4.0
2023,1,Zamboanga del Sur,Services,1502.17,4.0
2023,2,Zamboanga del Sur,Services,1502.17,4.0
2023,3,Zamboanga del Sur,Services,1502.17,4.0
2023,4,Zamboanga del Sur,Services,1502.17,4.0
2024,1,Zamboanga del Sur,Services,1562.26,4.0
2024,2,Zamboanga del Sur,Services,1562.26,4.0
2024,3,Zamboanga del Sur,Services,1562.26,4.0
2024,4,Zamboanga del Sur,Services,1562.26,4.0
2025,1,Zamboanga del Sur,Services,1624.75,4.0
2025,2,Zamboanga del Sur,Services,1624.75,4.0
2025,3,Zamboanga del Sur,Services,1624.75,4.0
2025,4,Zamboanga del Sur,Services,1624.75,4.0
2018,1,Zamboanga del Sur,Services,234.07,4.0
2018,2,Zamboanga del Sur,Services,234.07,4.0
2018,3,Zamboanga del Sur,Services,234.07,4.0
2018,4,Zamboanga del Sur,Services,234.07,4.0
2019,1,Zamboanga del Sur,Services,243.44,4.0
2019,2,Zamboanga del Sur,Services,243.44,4.0
2019,3,Zamboanga del Sur,Services,243.44,4.0
2019,4,Zamboanga del Sur,Services,243.44,4.0
2020,1,Zamboanga del Sur,Services,253.17,4.0
2020,2,Zamboanga del Sur,Services,253.17,4.0
2020,3,Zamboanga del Sur,Services,253.17,4.0
2020,4,Zamboanga del Sur,Services,253.17,4.0
2021,1,Zamboanga del Sur,Services,263.3,4.0
2021,2,Zamboanga del Sur,Services,263.3,4.0
2021,3,Zamboanga del Sur,Services,263.3,4.0
2021,4,Zamboanga del Sur,Services,263.3,4.0
2022,1,Zamboanga del Sur,Services,273.83,4.0
2022,2,Zamboanga del Sur,Services,273.83,4.0
2022,3,Zamboanga del Sur,Services,273.83,4.0
2022,4,Zamboanga del Sur,Services,273.83,4.0
2023,1,Zamboanga del Sur,Services,284.79,4.0
2023,2,Zamboanga del Sur,Services,284.79,4.0
2023,3,Zamboanga del Sur,Services,284.79,4.0
2023,4,Zamboanga del Sur,Services,284.79,4.0
2024,1,Zamboanga del Sur,Services,296.18,4.0
2024,2,Zamboanga del Sur,Services,296.18,4.0
2024,3,Zamboanga del Sur,Services,296.18,4.0
2024,4,Zamboanga del Sur,Services,296.18,4.0
2025,1,Zamboanga del Sur,Services,308.02,4.0
2025,2,Zamboanga del Sur,Services,308.02,4.0
2025,3,Zamboanga del Sur,Services,308.02,4.0
2025,4,Zamboanga del Sur,Services,308.02,4.0
2018,1,Zamboanga del Sur,Services,1421.89,4.0
2018,2,Zamboanga del Sur,Services,1421.89,4.0
2018,3,Zamboanga del Sur,Services,1421.89,4.0
2018,4,Zamboanga del Sur,Services,1421.89,4.0
2019,1,Zamboanga del Sur,Services,1478.76,4.0
2019,2,Zamboanga del Sur,Services,1478.76,4.0
2019,3,Zamboanga del Sur,Services,1478.76,4.0
2019,4,Zamboanga del Sur,Services,1478.76,4.0
2020,1,Zamboanga del Sur,Services,1537.91,4.0
2020,2,Zamboanga del Sur,Services,1537.91,4.0
2020,3,Zamboanga del Sur,Services,1537.91,4.0
2020,4,Zamboanga del Sur,Services,1537.91,4.0
2021,1,Zamboanga del Sur,Services,1599.43,4.0
2021,2,Zamboanga del Sur,Services,1599.43,4.0
2021,3,Zamboanga del Sur,Services,1599.43,4.0
2021,4,Zamboanga del Sur,Services,1599.43,4.0
2022,1,Zamboanga del Sur,Services,1663.4,4.0
2022,2,Zamboanga del Sur,Services,1663.4,4.0
2022,3,Zamboanga del Sur,Services,1663.4,4.0
2022,4,Zamboanga del Sur,Services,1663.4,4.0
2023,1,Zamboanga del Sur,Services,1729.94,4.0
2023,2,Zamboanga del Sur,Services,1729.94,4.0
2023,3,Zamboanga del Sur,Services,1729.94,4.0
2023,4,Zamboanga del Sur,Services,1729.94,4.0
2024,1,Zamboanga del Sur,Services,1799.14,4.0
2024,2,Zamboanga del Sur,Services,1799.14,4.0
2024,3,Zamboanga del Sur,Services,1799.14,4.0
2024,4,Zamboanga del Sur,Services,1799.14,4.0
2025,1,Zamboanga del Sur,Services,1871.1,4.0
2025,2,Zamboanga del Sur,Services,1871.1,4.0
2025,3,Zamboanga del Sur,Services,1871.1,4.0
2025,4,Zamboanga del Sur,Services,1871.1,4.0
2018,1,Zamboanga del Sur,Services,2778.86,4.0
2018,2,Zamboanga del Sur,Services,2778.86,4.0
2018,3,Zamboanga del Sur,Services,2778.86,4.0
2018,4,Zamboanga del Sur,Services,2778.86,4.0
2019,1,Zamboanga del Sur,Services,2890.02,4.0
2019,2,Zamboanga del Sur,Services,2890.02,4.0
2019,3,Zamboanga del Sur,Services,2890.02,4.0
2019,4,Zamboanga del Sur,Services,2890.02,4.0
2020,1,Zamboanga del Sur,Services,3005.62,4.0
2020,2,Zamboanga del Sur,Services,3005.62,4.0
2020,3,Zamboanga del Sur,Services,3005.62,4.0
2020,4,Zamboanga del Sur,Services,3005.62,4.0
2021,1,Zamboanga del Sur,Services,3125.84,4.0
2021,2,Zamboanga del Sur,Services,3125.84,4.0
2021,3,Zamboanga del Sur,Services,3125.84,4.0
2021,4,Zamboanga del Sur,Services,3125.84,4.0
2022,1,Zamboanga del Sur,Services,3250.88,4.0
2022,2,Zamboanga del Sur,Services,3250.88,4.0
2022,3,Zamboanga del Sur,Services,3250.88,4.0
2022,4,Zamboanga del Sur,Services,3250.88,4.0
2023,1,Zamboanga del Sur,Services,3380.91,4.0
2023,2,Zamboanga del Sur,Services,3380.91,4.0
2023,3,Zamboanga del Sur,Services,3380.91,4.0
2023,4,Zamboanga del Sur,Services,3380.91,4.0
2024,1,Zamboanga del Sur,Services,3516.15,4.0
2024,2,Zamboanga del Sur,Services,3516.15,4.0
2024,3,Zamboanga del Sur,Services,3516.15,4.0
2024,4,Zamboanga del Sur,Services,3516.15,4.0
2025,1,Zamboanga del Sur,Services,3656.8,4.0
2025,2,Zamboanga del Sur,Services,3656.8,4.0
2025,3,Zamboanga del Sur,Services,3656.8,4.0
2025,4,Zamboanga del Sur,Services,3656.8,4.0
2018,1,Zamboanga del Sur,Services,804.53,4.0
2018,2,Zamboanga del Sur,Services,804.53,4.0
2018,3,Zamboanga del Sur,Services,804.53,4.0
2018,4,Zamboanga del Sur,Services,804.53,4.0
2019,1,Zamboanga del Sur,Services,836.71,4.0
2019,2,Zamboanga del Sur,Services,836.71,4.0
2019,3,Zamboanga del Sur,Services,836.71,4.0
2019,4,Zamboanga del Sur,Services,836.71,4.0
2020,1,Zamboanga del Sur,Services,870.18,4.0
2020,2,Zamboanga del Sur,Services,870.18,4.0
2020,3,Zamboanga del Sur,Services,870.18,4.0
2020,4,Zamboanga del Sur,Services,870.18,4.0
2021,1,Zamboanga del Sur,Services,904.98,4.0
2021,2,Zamboanga del Sur,Services,904.98,4.0
2021,3,Zamboanga del Sur,Services,904.98,4.0
2021,4,Zamboanga del Sur,Services,904.98,4.0
2022,1,Zamboanga del Sur,Services,941.18,4.0
2022,2,Zamboanga del Sur,Services,941.18,4.0
2022,3,Zamboanga del Sur,Services,941.18,4.0
2022,4,Zamboanga del Sur,Services,941.18,4.0
